Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
BitLocker Drive Encryption	**BitLocker Drive Encryption**\n\nYou can encrypt—or "scramble"—data on your Surface using BitLocker Drive Encryption to help keep it secure. Only someone with the right encryption key (like a password or PIN) can unscramble and read it. BitLocker can encrypt your entire hard drive, helping to block hackers from stealing your password. If your Surface is lost or stolen, BitLocker also helps keep other people from accessing your data.\n\nYou can use BitLocker Drive Encryption to help protect your files on an entire drive. BitLocker can help block hackers from accessing the system files they rely on to discover your password. You can still sign in to Windows and use your files as you normally would.\n\nTo find out how to turn on Bitlocker Drive Encryption for your Surface Pro 3, see [Help protect your files with](http://windows.microsoft.com/en-us/windows-8/bitlocker-drive-encryption) [BitLocker](http://windows.microsoft.com/en-us/windows-8/bitlocker-drive-encryption)  on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3790
BitLocker recovery key	**BitLocker recovery key**\n\nIf a security event or hardware failure locks your Surface, you’ll need a BitLocker recovery key to sign in. If you sign in to your Surface with a Microsoft account, a copy of your BitLocker recovery key is automatically backed up to that account. To get your recovery key, go online to [BitLocker Recovery Keys](http://go.microsoft.com/fwlink/?LinkId=237614) [.](http://go.microsoft.com/fwlink/?LinkId=237614) \n\nFor more info, see [Help protect your files with BitLocker](http://windows.microsoft.com/en-us/windows-8/bitlocker-drive-encryption)  on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3791
Keyboard shortcuts - Additional info you should know	**Keyboard shortcuts**\n\nKeyboard shortcuts are key combinations that you can use to perform a task, such as switching between open apps. For a list of shortcuts, see [Keyboard shortcuts](http://windows.microsoft.com/en-us/windows-8/keyboard-shortcuts) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3792
Accessibility - Additional info you should know	**Accessibility**\n\nEase of Access features let you use your Surface the way you want. To see what settings are available:\n\n  Open the Settings charm, and tap or click Change PC settings > Ease of Access. \n\nFor info about these features, see [Ease of Access features](http://www.microsoft.com/surface/support/personalization-and-ease-of-access/ease-of-access-features) on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3793
Speech recognition - Additional info you should know	**Speech recognition**\n\nWindows Speech Recognition makes using a keyboard and mouse optional. You can control your Surface with your voice and dictate text instead.\n\nFor more info, see [How to use Speech Recognition](http://windows.microsoft.com/en-US/windows-8/using-speech-recognition) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3794
Take a screen shot	**Take a screen shot**\n\nTo take a snapshot of your screen, press and hold the Windows  button on your Surface, and then press the volume-down button. The screen dims briefly when the screen is captured. A picture of the screen is saved in the Screenshots folder, which is in the Pictures folder. You can use File Explorer, Photos, or the OneDrive app to see your screenshots.\n\nYou can also use the Share charm to share a screen shot with someone. For more info, see Share a link in this guide.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3795
Default apps - Additional info you should know	**Default apps**\n\nThe default app is the app that Windows automatically uses when you open a type of file, such as a song, or photo. For example, when you open a PDF file attached to an email message, you can choose which app opens the PDF file (assuming you have more than one PDF app installed). To set your default apps:\n\n1.  Open the Settings charm, and tap or click Change PC settings > Search and apps > Defaults. \n\n2.  You can choose a default app for the web, email, music, video, and photos. If you want to associate a file type or protocol with an app, choose Defaults apps by file type or Default apps by protocol.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3796
How to restore, refresh, or reset your Surface	**How to restore, refresh, or reset your Surface**\n\nIf you're having problems with your Surface, you can try to restore, refresh, or reset it. Restore is a way to undo recent system changes you've made. Refresh reinstalls Windows, keeping your files, settings, and apps. Reset reinstalls Windows but deletes your files, settings, and apps—except for the apps that came with Surface.\n\nFor more info, see [Restore, refresh, or reset Surface Pro](http://www.microsoft.com/surface/support/warranty-service-and-recovery/restore-refresh-or-reset-surface-pro) on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3797
Surface Pro 3 BIOS/UEFI and starting from a USB device	**Surface Pro 3 BIOS/UEFI and starting from a USB device**\n\nSurface Pro 3 uses a standard firmware interface called UEFI (Unified Extensible Firmware Interface). To find out how to access the Surface UEFI firmware settings and boot from a USB device, see [How do I use BIOS/UEFI?](http://www.microsoft.com/surface/support/warranty-service-and-recovery/how-to-use-the-bios-uefi)  on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3798
Accessories* add to your Surface experience.	**Accessories* add to your Surface experience.**\n\nSurface Pen (included with Surface Pro 3) ✪\n\nReach for your Surface Pen when you’re on the go and want to sketch an idea, make a list, or jot a quick note. Need a spare pen? Surface Pen is also available for purchase separately.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3799
Type Cover for Surface Pro 3 - Accessories - User Guide	**Type Cover for Surface Pro 3**\n\nType Cover for Surface Pro 3 (sold separately) is a unique keyboard that doubles as a protective cover. Thin and light, with backlit, mechanical keys and a touchpad. ✪\n\nCover colors vary by region and retailer.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3800
Other Typing Covers	**Other Typing Covers**\n\nChoose from Type Cover with mechanical keys, Touch Cover with a smooth keyboard, or Power Cover, the keyboard that provides a back-up battery for your Surface. (Sold separately.) Closing these Covers won’t put Surface Pro 3 to sleep. ✪\n\nCover colors vary by region and retailer.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3801
36-watt Power Supply  (included with Surface Pro 3)	**36-watt Power Supply (included with Surface Pro 3)**\n\nSurface Pro 3 comes with a 36-watt power supply for charging your battery. It’s also available for purchase separately if you need a spare. For more info, see the Charging section of this guide. ✪ Video Adapters\n\nSurface video adapters let you connect your Surface to an HDTV, monitor, or projector (adapters and cables sold separately). See Connect to a TV, monitor, or projector in this guide for more info. ✪ ✪	surface pro 3.xlsx	metadataname:surface pro 3	[{"ClusterHead":"battery in surface pro & surface pro 3","TotalAutoSuggestedCount":3,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"battery in surface pro & surface pro 3","AutoSuggestedCount":3,"UserSuggestedCount":0}]}]	False	[]	3802
Ethernet adapter - Accessories	**Ethernet adapter**\n\nYou can use the Surface Ethernet adapter (sold separately) to connect Surface Pro 3 to a wired network. For more info about this, see Connect to a wired network in this guide. ✪\n\nCheck out all of the Surface accessories (sold separately) at [Surface.com/Accessories](http://www.microsoft.com/Surface/accessories/home) [.](http://www.microsoft.com/Surface/accessories/home) \n\n*Accessory availability varies by country and region.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3803
Care and cleaning	**Care and cleaning**\n\nHere’s how to keep your Surface looking and working great.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3804
Touchscreen care - Care and cleaning	Scratches, finger grease, dust, chemicals, and ultraviolet light can affect the performance of the touchscreen. Here are a few things you can do to help protect the screen:	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3805
Cover care - Care and cleaning	**Cover care**\n\nYou can clean the Cover with a lint-free cloth, dampened with mild soap and water. If the spine or the magnetic connections get dirty, you can clean them with isopropyl alcohol (also called rubbing alcohol).	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3806
Safety and warranty	**Safety and warranty**\n\n  Read the [Safety and regulatory information](http://www.microsoft.com/surface/support/hardware-and-drivers/safety-and-regulatory-information) for important safety info and the terms of the Surface Limited Warranty.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3807
Clean frequently. - Touchscreen care	Wipe the touchscreen with a soft, lint-free cloth to clean it. You can dampen the cloth with water or an eyeglass cleaner, but don’t apply liquids directly to the touchscreen.  Don’t use window cleaner or other chemical cleaners on the touchscreen.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3808
Keep it covered.	Close the Cover when you’re in transit or not using Surface. If you don’t have a Cover, you can use a sleeve to protect the touchscreen (sleeves are available at [Surface.com/Accessories](http://www.microsoft.com/Surface/accessories) ).	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3809
Keep it out of the sun.	Don’t leave Surface in direct sunlight for an extended amount of time. Ultraviolet light and excessive heat can damage the touchscreen.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3810
